token;type;SegnaleDisc;Macrofunzione;Tipo di interazione;Microfunzione
praticamente_70;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_71;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_72;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_73;praticamente;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
praticamente_74;praticamente;SD;Cognitiva;conversazione libera;Specificazione
praticamente_75;praticamente;SD;Metatestuale;conversazione libera;General extenders e marche di generalizzazione
praticamente_76;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_77;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_78;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_79;praticamente;SD;Interazionale;pasto;Richiesta di accordo/conferma
praticamente_80;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_81;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_82;praticamente;SD;Cognitiva;pasto;Approssimazione
praticamente_83;praticamente;SD;Interazionale;pasto;Presa di turno
praticamente_84;praticamente;SD;Metatestuale;pasto;General extenders e marche di generalizzazione
praticamente_85;praticamente;SD;Cognitiva;pasto;Attenuazione
praticamente_86;praticamente;SD;Metatestuale;pasto;Chiusura di un topic
praticamente_87;praticamente;SD;Cognitiva;pasto;Approssimazione
praticamente_88;praticamente;SD;Cognitiva;pasto;Approssimazione
praticamente_89;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_90;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_91;praticamente;SD;Metatestuale & Cognitiva;esame;Filler, riempimento dei tempi di formulazione & Attenuazione
praticamente_92;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_93;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Approssimazione
praticamente_94;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_95;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_96;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_97;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_98;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_99;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_100;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_101;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_102;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_103;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Approssimazione
praticamente_104;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_105;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_106;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_107;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_108;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_109;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Marcatura di citazione/discorso riportato
praticamente_110;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_111;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_112;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_113;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Riformulazione & Approssimazione
praticamente_114;praticamente;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
praticamente_115;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_116;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_117;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_118;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_119;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_120;praticamente;SD;Interazionale & Metatestuale;ricevimento studenti;Prolettico, marca di formulazione: ecco
praticamente_121;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic & General extenders e marche di generalizzazione
praticamente_122;praticamente;SD;Metatestuale & Cognitiva;pasto;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_123;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
praticamente_124;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_125;praticamente;SD;Metatestuale & Cognitiva;pasto;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_126;praticamente;SD;Metatestuale & Cognitiva;pasto;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_127;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic & Riformulazione
praticamente_128;praticamente;SD;Metatestuale & Cognitiva;pasto;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_129;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_130;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
praticamente_131;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
praticamente_132;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_133;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_134;praticamente;SD;Interazionale & Metatestuale & Cognitiva;intervista semistrutturata;Cessione del turno & Chiusura di un topic & Specificazione
praticamente_135;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Approssimazione
praticamente_136;praticamente;SD;Interazionale;intervista semistrutturata;Cessione del turno
praticamente_137;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_138;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_139;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_140;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_141;praticamente;SD;Interazionale;intervista semistrutturata;Interruzione
praticamente_142;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_143;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_144;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Riformulazione & Specificazione
praticamente_145;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_146;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_147;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_148;praticamente;SD;Metatestuale;intervista semistrutturata;Esemplificazione
praticamente_149;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_150;praticamente;SD;Interazionale & Metatestuale;intervista semistrutturata;Richiesta di attenzione & Prolettico, marca di formulazione: ecco
praticamente_151;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_152;praticamente;SD;Metatestuale;intervista semistrutturata;General extenders e marche di generalizzazione
praticamente_153;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_154;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_155;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_156;praticamente;SD;Cognitiva;intervista semistrutturata;Modulazione del grado di confidenza del parlante
praticamente_157;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_158;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_159;praticamente;SD;Interazionale & Cognitiva;intervista semistrutturata;Manifestazione di accordo & Attenuazione
praticamente_160;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_161;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_162;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_163;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_164;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_165;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_166;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_167;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_168;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_169;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_170;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_171;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_172;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_173;praticamente;SD;Metatestuale & Cognitiva;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Specificazione
praticamente_174;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_175;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_176;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_177;praticamente;SD;Interazionale;intervista semistrutturata;Cessione del turno
praticamente_178;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_179;praticamente;SD;Interazionale;pasto;Presa di turno
praticamente_180;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_181;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_182;praticamente;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
praticamente_183;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_184;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_185;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_186;praticamente;SD;Interazionale;intervista semistrutturata;Cessione del turno
praticamente_187;praticamente;SD;Interazionale;intervista semistrutturata;Cessione del turno
praticamente_188;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_189;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_190;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_191;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_192;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_193;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_194;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_195;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_196;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_197;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_198;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_199;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_200;praticamente;SD;Interazionale & Metatestuale & Cognitiva;intervista semistrutturata;Richiesta di accordo/conferma & Prolettico, marca di formulazione: ecco & Specificazione
praticamente_201;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_202;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_203;praticamente;SD;Metatestuale;intervista semistrutturata;General extenders e marche di generalizzazione
praticamente_204;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_205;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_206;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_207;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_208;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_209;praticamente;SD;Interazionale;intervista semistrutturata;Presa di turno
praticamente_210;praticamente;SD;Interazionale & Metatestuale;intervista semistrutturata;Cessione del turno & Chiusura di un topic
praticamente_211;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_212;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_213;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_214;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_215;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_216;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_217;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
